smiles	name
C[NH2+]CC(=O)N1CCC(CC1)O	EN300-51818_i001
c1ccc(c(c1)C[NH2+]CCO)Br	EN300-55511_i001
C1CC(C1)(C[NH3+])O	EN300-70656_i001
C[C@H](c1ccc(cc1)O)[NH2+]C	EN300-52020_i001
C[C@@H](c1ccc(cc1)O)[NH2+]C	EN300-52020_i002
Cc1cccc(c1)OC[C@@H](C[NH3+])O	EN300-54748_i001
Cc1cccc(c1)OC[C@H](C[NH3+])O	EN300-54748_i002
c1cc(c(cc1C[NH2+]CCCO)Cl)Cl	EN300-52583_i001
C[NH2+]C[C@@H](COCc1ccccc1)O	EN300-53934_i001
C[NH2+]C[C@H](COCc1ccccc1)O	EN300-53934_i002
Cc1cccc(c1OC[C@@H](C[NH3+])O)C	EN300-54904_i001
Cc1cccc(c1OC[C@H](C[NH3+])O)C	EN300-54904_i002
CCc1ccc(cc1)OC[C@@H](C[NH2+]C)O	EN300-53786_i001
CCc1ccc(cc1)OC[C@H](C[NH2+]C)O	EN300-53786_i002
C1C[C@H]([NH2+]C1)CO	EN300-55109_i001
C1C[C@@H]([NH2+]C1)CO	EN300-55109_i002
c1cc(c(nc1)O)C(=O)N2CCC[NH2+]CC2	EN300-52908_i001
c1cc(ccc1C[C@@H](CO)[NH3+])O	EN300-56285_i001
c1ccc2c(c1)C[C@H]([C@H]2[NH3+])O	EN300-53940_i001
C1C[NH2+]C[C@@H]1CO	EN300-88132_i001
CCC[NH2+]Cc1ccccc1O	EN300-62849_i001
CCC(CC)(C[NH3+])O	EN300-59685_i001
c1cc(ccc1NC(=O)C[NH3+])O	EN300-59133_i001
CC[NH2+]C(C)(C)CO	EN300-59613_i001
c1cc(cc(c1)N)C[NH+]2CCC(CC2)CO	EN300-62840_i001
c1cc(cc(c1)N)C[NH+]2CCC(CC2)CO	EN300-62840_i002
COc1cccc(c1)C[NH2+]C2CCC(CC2)O	EN300-64520_i001
COc1cccc(c1)C[NH2+]C2CCC(CC2)O	EN300-64520_i002
c1cc(ccc1C[NH3+])OCCO	EN300-59306_i001
C[C@@H](C1CC[NH2+]CC1)O	EN300-64865_i001
C[C@H](C1CC[NH2+]CC1)O	EN300-64865_i002
C[C@@H]([C@@H]1CCCC[NH2+]1)O	EN300-64867_i001
C[C@@H]([C@H]1CCCC[NH2+]1)O	EN300-64867_i002
C[C@H]([C@@H]1CCCC[NH2+]1)O	EN300-64867_i003
C[C@H]([C@H]1CCCC[NH2+]1)O	EN300-64867_i004
COc1cccc(c1O)C[NH3+]	EN300-66601_i001
c1cc(ccc1C(=O)NCCC[NH3+])O	EN300-65141_i001
C[C@@H](c1cc(ccc1O)OC)[NH3+]	EN300-69384_i001
C[C@H](c1cc(ccc1O)OC)[NH3+]	EN300-69384_i002
C1C[C@H]([NH2+]C1)CCCO	EN300-62211_i001
C1C[C@@H]([NH2+]C1)CCCO	EN300-62211_i002
c1ccc(c(c1)C(=O)N2CCC(CC2)[NH3+])O	EN300-61268_i001
c1cc(cc(c1)O)C[NH2+]CC2CC2	EN300-61046_i001
c1cc(ccc1NC(=O)C2CC[NH2+]CC2)O	EN300-61554_i001
CC[NH2+]Cc1ccc(cc1)O	EN300-61580_i001
c1cc(cc(c1)O)C(=O)NCCC[NH3+]	EN300-62293_i001
c1cc(c(cc1Cl)C[NH3+])O	EN300-61777_i001
C1C[C@H]([C@H](C1)O)C[NH3+]	EN300-75608_i001
C1C[C@H]([C@@H](C1)O)C[NH3+]	EN300-75608_i002
C1C[C@@H]([C@H](C1)O)C[NH3+]	EN300-75608_i003
C1C[C@@H]([C@@H](C1)O)C[NH3+]	EN300-75608_i004
CC[C@@H](CN1CC[NH2+]CC1)O	EN300-71777_i001
CC[C@H](CN1CC[NH2+]CC1)O	EN300-71777_i002
C(CO)CSCC[NH3+]	EN300-70414_i001
CC(C)(C)C[NH2+]CCO	EN300-71265_i001
CC[C@](CO)(c1ccccc1)[NH3+]	EN300-72014_i001
CC[C@@](CO)(c1ccccc1)[NH3+]	EN300-72014_i002
C[N@H+](CCO)C1CC[NH2+]CC1	EN300-71086_i001
C[N@@H+](CCO)C1CC[NH2+]CC1	EN300-71086_i002
C[NH2+]C1(CCCCC1)CO	EN300-69654_i001
c1ccc(c(c1)C[NH2+]C2CCCC2)O	EN300-73962_i001
CC1CC[NH+](CC1)C[C@@H](CN)O	EN300-73382_i001
CC1CC[NH+](CC1)C[C@H](CN)O	EN300-73382_i002
CC1CC[NH+](CC1)C[C@@H](CN)O	EN300-73382_i003
CC1CC[NH+](CC1)C[C@H](CN)O	EN300-73382_i004
c1ccc2c(c1)ccc(c2C[NH2+]C3CCCC3)O	EN300-72560_i001
Cc1c(nnc(c1C[NH3+])[O-])C	EN300-73125_i001
c1cc(ccc1[C@@H](C2CC[NH2+]CC2)O)Cl	EN300-73379_i001
c1cc(ccc1[C@H](C2CC[NH2+]CC2)O)Cl	EN300-73379_i002
C[NH2+]C[C@@H](c1ccc(cc1)F)O	EN300-69900_i001
C[NH2+]C[C@H](c1ccc(cc1)F)O	EN300-69900_i002
