smiles	name
CNS(=O)(=O)c1ccc(c(c1)C(=O)[O-])F	EN300-10860_i001
CC(C)(C)NS(=O)(=O)c1cc(ccc1Cl)C(=O)[O-]	EN300-08593_i001
c1cc(c(cc1F)C(=O)[O-])Br	EN300-14288_i001
CC(C)N(C)S(=O)(=O)c1ccc(c(c1)C(=O)[O-])Cl	EN300-11264_i001
c1cc(c(cc1C(=O)[O-])Br)Cl	EN300-113763_i001
c1ccc(cc1)c2ccc(c(c2)F)C(=O)[O-]	EN300-40764_i001
Cc1c2c(c(c(nc2on1)C3CC3)Cl)C(=O)[O-]	EN300-92715_i001
c1cc(c(cc1C(=O)[O-])Cl)F	EN300-104562_i001
Cc1cc(ccc1C(=O)[O-])Cl	EN300-109228_i001
c1cc(c(cc1C(=O)[O-])F)Cl	EN300-51231_i001
CS(=O)(=O)c1cccc(c1C(=O)[O-])Cl	EN300-126533_i001
CSc1cc(ccc1F)C(=O)[O-]	EN300-123209_i001
CC(=O)c1ccc(c(c1)F)C(=O)[O-]	EN300-126969_i001
c1ccnc(c1)c2ccc(c(c2)C(=O)[O-])Cl	EN300-117851_i001
c1cnc2c(c1Cl)c(c[nH]2)C(=O)[O-]	EN300-119444_i001
Cc1ccc(c(c1Cl)Cl)C(=O)[O-]	EN300-119796_i001
CCS(=O)(=O)c1ccc(c(c1)C(=O)[O-])Br	EN300-130359_i001
Cc1cccc(c1Br)C(=O)[O-]	EN300-116227_i001
c1cc(nc(c1F)C(=O)[O-])Cl	EN300-93431_i001
c1c(c(cnc1Br)F)C(=O)[O-]	EN300-113675_i001
c1cc(ccc1S(=O)(=O)CC(=O)[O-])Cl	EN300-04476_i001
C[C@@H](C(=O)[O-])NS(=O)(=O)c1ccc(cc1)Cl	EN300-06111_i001
C[C@H](C(=O)[O-])NS(=O)(=O)c1ccc(cc1)Cl	EN300-06111_i002
CCSc1cc(ccc1C(=O)[O-])Cl	EN300-135769_i001
c1cc(ccc1C(=O)[O-])Cl	EN300-19258_i001
Cc1cc(c(cc1C)Cl)C(=O)[O-]	EN300-116658_i001
Cc1ccc(c(c1C)Cl)C(=O)[O-]	EN300-132290_i001
c1cc(c(c(c1)Br)Cl)C(=O)[O-]	EN300-86387_i001
c1cc(c(cc1Cl)C(=O)[O-])Cl	EN300-19828_i001
Cc1cc(c(nc1)F)C(=O)[O-]	EN300-103009_i001
c1cc(c(c(c1)Cl)C(=O)[O-])SC2CCCC2	EN300-139150_i001
c1cnc(c(c1Cl)O)C(=O)[O-]	EN300-135849_i001
COc1ccc(nc1Cl)C(=O)[O-]	EN300-119853_i001
c1cc(c(c(c1)Cl)C(=O)[O-])F	EN300-19469_i001
c1cc(c(c(c1)Cl)Cl)C(=O)[O-]	EN300-17210_i001
c1cc(c(c(c1)F)C#N)C(=O)[O-]	EN300-137215_i001
c1ccc(c(c1)C(=O)[O-])Br	EN300-18290_i001
c1cc(c(c(c1)SC2CCCC2)C(=O)[O-])F	EN300-138164_i001
Cc1ccc(c(c1Br)C(=O)[O-])F	EN300-183185_i001
Cc1cccc(c1C(=O)[O-])Cl	EN300-116590_i001
c1cc(nc(c1Br)F)C(=O)[O-]	EN300-180398_i001
Cc1ccc(c(c1)Cl)C(=O)[O-]	EN300-99475_i001
c1cc(c(nc1)F)C(=O)[O-]	EN300-92165_i001
Cc1c(ccc(c1F)C(=O)[O-])Br	EN300-188950_i001
c1cc(c(c(c1)Br)F)C(=O)[O-]	EN300-78490_i001
c1ccn(c1)c2ccc(c(c2)C(=O)[O-])Cl	EN300-186492_i001
c1cc(c(cc1S(=O)(=O)C2CCCC2)C(=O)[O-])F	EN300-195112_i001
c1cc(c(cc1S(=O)(=O)N)Cl)C(=O)[O-]	EN300-147322_i001
c1cn2c(cc1Cl)cc(n2)C(=O)[O-]	EN300-202231_i001
c1cc(nc(c1)Cl)C2(CC2)C(=O)[O-]	EN300-193647_i001
c1cc(ncc1F)C(=O)[O-]	EN300-130922_i001
c1cc(ccc1S(=O)(=O)CCCC(=O)[O-])Cl	EN300-208816_i001
c1cc(nc(c1Cl)C#N)C(=O)[O-]	EN300-120340_i001
c1c(cnc(c1F)Cl)C(=O)[O-]	EN300-119046_i001
Cc1cc(c(cc1C(=O)[O-])Br)F	EN300-192581_i001
